Prefix,Status,Children,VRF,Utilization,Tenant,Site,VLAN,Role,Description,ID,Prefix (Flat),VLAN Group,Pool,Marked Utilized,Tags,Created,Last updated,Depth
10.0.0.0/30,Active,0,NPFLAN (npflan),50.0%,,npflan,AVATAR-INSIDE (301),Firewall Network,AVATAR Inside,967,10.0.0.0/30,npflan-core1,False,False,,2021-07-05 00:00,2021-07-05 21:52,0
10.0.0.4/30,Active,0,NPFLAN (npflan),50.0%,,npflan,LEVIATHAN-INSIDE (302),Firewall Network,LEVIATHAN Inside,968,10.0.0.4/30,npflan-core1,False,False,,2021-07-05 00:00,2021-07-05 21:52,0
10.0.0.8/30,Active,0,NPFLAN (npflan),50.0%,,npflan,RAGNAROK-INSIDE (301),Firewall Network,RAGNAROK Inside,969,10.0.0.8/30,npflan-core2,False,False,,2021-07-05 00:00,2021-07-05 21:51,0
10.0.0.12/30,Active,0,NPFLAN (npflan),50.0%,,npflan,EREBUS-INSIDE (302),Firewall Network,EREBUS Inside,970,10.0.0.12/30,npflan-core2,False,False,,2021-07-05 00:00,2021-07-05 21:52,0
10.1.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D1,167,10.1.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:15,0
10.1.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D1 - Vlan11,169,10.1.11.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 21:50,1
10.1.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D1 - Vlan12,171,10.1.12.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 21:51,1
10.1.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D1 - Vlan13,172,10.1.13.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 21:51,1
10.1.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D1 - Vlan14,173,10.1.14.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 21:51,1
10.1.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D1 - Vlan15,174,10.1.15.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 21:51,1
10.1.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D1 - Vlan16,175,10.1.16.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 21:52,1
10.1.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D1 - Vlan17,176,10.1.17.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 21:52,1
10.1.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D1 - Vlan18,177,10.1.18.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 21:52,1
10.1.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D1 - Environment,980,10.1.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.1.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D1 - Wireless Management,589,10.1.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:00,1
10.1.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D1 - CCTV,496,10.1.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:00,1
10.2.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D2,182,10.2.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:15,0
10.2.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D2 - Vlan11,183,10.2.11.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 22:06,1
10.2.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D2 - Vlan12,184,10.2.12.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 22:07,1
10.2.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D2 - Vlan13,185,10.2.13.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 22:11,1
10.2.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D2 - Vlan14,186,10.2.14.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 22:13,1
10.2.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D2 - Vlan15,187,10.2.15.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 22:14,1
10.2.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D2 - Vlan16,188,10.2.16.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 22:15,1
10.2.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D2 - Vlan17,189,10.2.17.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 22:20,1
10.2.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D2 - Vlan18,190,10.2.18.0/24,npflan-access,False,False,,2016-09-03 00:00,2021-06-22 22:21,1
10.2.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D2 - Environment,981,10.2.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.2.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D2 - Wireless Management,588,10.2.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:01,1
10.2.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D2 - CCTV,497,10.2.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:01,1
10.3.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D3,192,10.3.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:15,0
10.3.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D3 - Vlan11,823,10.3.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.3.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D3 - Vlan12,824,10.3.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.3.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D3 - Vlan13,825,10.3.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.3.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D3 - Vlan14,826,10.3.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.3.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D3 - Vlan15,827,10.3.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.3.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D3 - Vlan16,828,10.3.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.3.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D3 - Vlan17,829,10.3.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.3.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D3 - Vlan18,830,10.3.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.3.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D3 - Environment,982,10.3.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.3.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D3 - Wireless Management,587,10.3.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:03,1
10.3.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D3 - CCTV,498,10.3.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:04,1
10.4.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D4,204,10.4.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:16,0
10.4.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D4 - Vlan11,831,10.4.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.4.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D4 - Vlan12,832,10.4.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.4.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D4 - Vlan13,833,10.4.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.4.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D4 - Vlan14,834,10.4.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.4.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D4 - Vlan15,835,10.4.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.4.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D4 - Vlan16,836,10.4.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.4.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D4 - Vlan17,837,10.4.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.4.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D4 - Vlan18,838,10.4.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.4.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D4 - Environment,983,10.4.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.4.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D4 - Wireless Management,586,10.4.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:04,1
10.4.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D4 - CCTV,499,10.4.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:04,1
10.5.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D5,214,10.5.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:16,0
10.5.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D5 - Vlan11,839,10.5.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.5.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D5 - Vlan12,840,10.5.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.5.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D5 - Vlan13,841,10.5.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.5.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D5 - Vlan14,842,10.5.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.5.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D5 - Vlan15,843,10.5.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.5.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D5 - Vlan16,844,10.5.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.5.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D5 - Vlan17,845,10.5.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.5.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D5 - Vlan18,846,10.5.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.5.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D5 - Environment,984,10.5.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.5.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D5 - Wireless Management,585,10.5.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:04,1
10.5.250.0/24,Active,0,NPFLAN (npflan),1.1811023622047243%,,npflan,CCTV (250),CCTV,D5 - CCTV,500,10.5.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:04,1
10.6.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D6,264,10.6.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:16,0
10.6.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D6 - Vlan11,847,10.6.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.6.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D6 - Vlan12,848,10.6.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.6.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D6 - Vlan13,849,10.6.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.6.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D6 - Vlan14,850,10.6.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.6.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D6 - Vlan15,851,10.6.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.6.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D6 - Vlan16,852,10.6.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.6.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D6 - Vlan17,853,10.6.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.6.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D6 - Vlan18,854,10.6.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.6.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D6 - Environment,985,10.6.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.6.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D6 - Wireless Management,584,10.6.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:05,1
10.6.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D6 - CCTV,501,10.6.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:05,1
10.7.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D7,277,10.7.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:16,0
10.7.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D7 - Vlan11,855,10.7.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.7.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D7 - Vlan12,856,10.7.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.7.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D7 - Vlan13,857,10.7.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.7.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D7 - Vlan14,858,10.7.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.7.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D7 - Vlan15,859,10.7.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.7.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D7 - Vlan16,860,10.7.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.7.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D7 - Vlan17,861,10.7.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.7.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D7 - Vlan18,862,10.7.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.7.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D7 - Environment,986,10.7.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.7.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D7 - Wireless Management,583,10.7.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:05,1
10.7.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D7 - CCTV,502,10.7.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:05,1
10.8.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D8,290,10.8.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:16,0
10.8.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D8 - Vlan11,863,10.8.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.8.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D8 - Vlan12,864,10.8.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.8.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D8 - Vlan13,865,10.8.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.8.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D8 - Vlan14,866,10.8.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.8.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D8 - Vlan15,867,10.8.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.8.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D8 - Vlan16,868,10.8.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.8.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D8 - Vlan17,869,10.8.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.8.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D8 - Vlan18,870,10.8.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.8.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D8 - Environment,987,10.8.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.8.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D8 - Wireless Management,582,10.8.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:06,1
10.8.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D8 - CCTV,503,10.8.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:06,1
10.9.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D9,291,10.9.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:16,0
10.9.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D9 - Vlan11,871,10.9.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.9.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D9 - Vlan12,872,10.9.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.9.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D9 - Vlan13,873,10.9.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.9.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D9 - Vlan14,874,10.9.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.9.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D9 - Vlan15,875,10.9.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.9.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D9 - Vlan16,876,10.9.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.9.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D9 - Vlan17,877,10.9.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.9.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D9 - Vlan18,878,10.9.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.9.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D9 - Environment,988,10.9.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.9.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D9 - Wireless Management,581,10.9.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:06,1
10.9.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D9 - CCTV,504,10.9.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:06,1
10.10.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D10,292,10.10.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:17,0
10.10.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D10 - Vlan11,879,10.10.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.10.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D10 - Vlan12,880,10.10.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.10.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D10 - Vlan13,881,10.10.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.10.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D10 - Vlan14,882,10.10.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.10.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D10 - Vlan15,883,10.10.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.10.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D10 - Vlan16,884,10.10.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.10.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D10 - Vlan17,885,10.10.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.10.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D10 - Vlan18,886,10.10.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.10.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D10 - Environment,989,10.10.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.10.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D10 - Wireless Management,580,10.10.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:06,1
10.10.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D10 - CCTV,505,10.10.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:07,1
10.11.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D11,293,10.11.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:17,0
10.11.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D11 - Vlan11,887,10.11.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.11.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D11 - Vlan12,888,10.11.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.11.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D11 - Vlan13,889,10.11.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.11.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D11 - Vlan14,890,10.11.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
