Prefix,Status,Children,VRF,Utilization,Tenant,Site,VLAN,Role,Description,ID,Prefix (Flat),VLAN Group,Pool,Marked Utilized,Tags,Created,Last updated,Depth
10.11.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D11 - Vlan15,891,10.11.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.11.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D11 - Vlan16,892,10.11.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.11.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D11 - Vlan17,893,10.11.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.11.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D11 - Vlan18,894,10.11.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.11.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D11 - Environment,990,10.11.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.11.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D11 - Wireless Management,579,10.11.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:07,1
10.11.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D11 - CCTV,506,10.11.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:07,1
10.12.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D12,294,10.12.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:17,0
10.12.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D12 - Vlan11,895,10.12.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.12.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D12 - Vlan12,896,10.12.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.12.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D12 - Vlan13,897,10.12.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.12.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D12 - Vlan14,898,10.12.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.12.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D12 - Vlan15,899,10.12.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.12.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D12 - Vlan16,900,10.12.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.12.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D12 - Vlan17,901,10.12.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.12.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D12 - Vlan18,902,10.12.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.12.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D12 - Environment,991,10.12.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.12.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D12 - Wireless Management,578,10.12.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:07,1
10.12.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D12 - CCTV,507,10.12.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:07,1
10.13.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D13,295,10.13.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:17,0
10.13.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D13 - Vlan11,903,10.13.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.13.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D13 - Vlan12,904,10.13.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.13.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D13 - Vlan13,905,10.13.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.13.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D13 - Vlan14,906,10.13.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.13.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D13 - Vlan15,907,10.13.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.13.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D13 - Vlan16,908,10.13.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.13.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D13 - Vlan17,909,10.13.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.13.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D13 - Vlan18,910,10.13.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.13.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D13 - Environment,992,10.13.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.13.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D13 - Wireless Management,577,10.13.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:08,1
10.13.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D13 - CCTV,508,10.13.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:08,1
10.14.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,D14,296,10.14.0.0/16,,False,False,,2016-09-03 00:00,2021-06-22 07:17,0
10.14.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,D14 - Vlan11,911,10.14.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.14.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,D14 - Vlan12,912,10.14.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.14.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,D14 - Vlan13,913,10.14.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.14.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,D14 - Vlan14,914,10.14.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.14.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,D14 - Vlan15,915,10.14.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.14.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,D14 - Vlan16,916,10.14.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.14.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,D14 - Vlan17,917,10.14.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.14.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,D14 - Vlan18,918,10.14.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.14.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,D14 - Environment,993,10.14.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.14.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,D14 - Wireless Management,576,10.14.248.0/24,npflan-access,False,False,,2017-10-10 00:00,2022-08-08 19:08,1
10.14.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,D14 - CCTV,509,10.14.250.0/24,npflan-access,False,False,,2016-10-01 00:00,2022-08-08 19:08,1
10.17.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,npflan,,Distribution Network,G2,782,10.17.0.0/16,,False,False,,2019-09-13 00:00,2019-09-15 08:45,0
10.17.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,G2 - Vlan11,919,10.17.11.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.17.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,G2 - Vlan12,920,10.17.12.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.17.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,G2 - Vlan13,921,10.17.13.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.17.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,G2 - Vlan14,922,10.17.14.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.17.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,G2 - Vlan15,923,10.17.15.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.17.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,G2 - Vlan16,924,10.17.16.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.17.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,G2 - Vlan17,925,10.17.17.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.17.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,G2 - Vlan18,926,10.17.18.0/24,npflan-access,False,False,,2021-06-26 00:00,2021-06-26 10:38,1
10.17.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,G2 - Environment,994,10.17.240.0/24,npflan-access,False,False,,2022-08-09 17:33,2022-08-09 17:33,1
10.17.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,G2 - Wireless Management,999,10.17.248.0/24,npflan-access,False,False,,2022-08-09 17:36,2022-08-09 17:36,1
10.17.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,G2 - CCTV,1000,10.17.250.0/24,npflan-access,False,False,,2022-08-09 17:36,2022-08-09 17:36,1
10.18.0.0/16,Container,11,NPFLAN (npflan),4.296875%,,,,Distribution Network,G3,1010,10.18.0.0/16,,False,False,,2022-10-07 08:31,2022-10-07 08:31,0
10.18.11.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 11 (11),Access,G3 - Vlan11,1011,10.18.11.0/24,npflan-access,False,False,,2022-10-07 08:36,2022-10-07 08:40,1
10.18.12.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 12 (12),Access,G3 - Vlan12,1012,10.18.12.0/24,npflan-access,False,False,,2022-10-07 08:36,2022-10-07 08:40,1
10.18.13.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 13 (13),Access,G3 - Vlan13,1013,10.18.13.0/24,npflan-access,False,False,,2022-10-07 08:36,2022-10-07 08:40,1
10.18.14.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 14 (14),Access,G3 - Vlan14,1014,10.18.14.0/24,npflan-access,False,False,,2022-10-07 08:36,2022-10-07 08:40,1
10.18.15.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 15 (15),Access,G3 - Vlan15,1015,10.18.15.0/24,npflan-access,False,False,,2022-10-07 08:36,2022-10-07 08:40,1
10.18.16.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 16 (16),Access,G3 - Vlan16,1016,10.18.16.0/24,npflan-access,False,False,,2022-10-07 08:36,2022-10-07 08:40,1
10.18.17.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 17 (17),Access,G3 - Vlan17,1017,10.18.17.0/24,npflan-access,False,False,,2022-10-07 08:36,2022-10-07 08:40,1
10.18.18.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Access 18 (18),Access,G3 - Vlan18,1018,10.18.18.0/24,npflan-access,False,False,,2022-10-07 08:36,2022-10-07 08:40,1
10.18.240.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,Environment (240),Access,G3 - Vlan240,1023,10.18.240.0/24,npflan-access,False,False,,2022-10-07 08:38,2022-10-07 08:40,1
10.18.248.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,AP Management (248),Wireless,G3 - Vlan248,1024,10.18.248.0/24,npflan-access,False,False,,2022-10-07 08:38,2022-10-07 08:41,1
10.18.250.0/24,Active,0,NPFLAN (npflan),0.39370078740157477%,,npflan,CCTV (250),CCTV,G3 - Vlan250,1025,10.18.250.0/24,npflan-access,False,False,,2022-10-07 08:39,2022-10-07 08:41,1
10.90.0.0/16,Container,0,NPFLAN (npflan),0.0%,,npflan,,Kubernetes,Kubernetes Pod Network,553,10.90.0.0/16,,False,False,,2017-09-16 00:00,2022-08-09 20:38,0
10.96.0.0/14,Container,0,NPFLAN (npflan),0.0%,,npflan,,Kubernetes,Kubernetes Service Net,538,10.96.0.0/14,,False,False,,2017-08-27 00:00,2022-08-09 20:38,0
10.100.0.0/16,Container,111,NPFLAN (npflan),7.03125%,,npflan,,Server Net dhcp,,25,10.100.0.0/16,,False,False,,2016-07-28 00:00,2016-09-03 12:43,0
10.100.0.0/22,Active,34,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),Game Servers,gameserver rack 1,567,10.100.0.0/22,npflan-gameserver,False,False,,2017-10-01 00:00,2018-10-04 20:10,1
10.100.0.16/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 1 på TOR3,661,10.100.0.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.32/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 2 på TOR3,662,10.100.0.32/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.48/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 3 på TOR3,663,10.100.0.48/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.64/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 4 på TOR3,664,10.100.0.64/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.80/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 5 på TOR3,665,10.100.0.80/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.96/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 6 på TOR3,666,10.100.0.96/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.112/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 7 på TOR3,667,10.100.0.112/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.128/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 8 på TOR3,668,10.100.0.128/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.144/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 9 på TOR3,669,10.100.0.144/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.160/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 10 på TOR3,670,10.100.0.160/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.176/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 11 på TOR3,671,10.100.0.176/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.192/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 12 på TOR3,672,10.100.0.192/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.208/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 13 på TOR3,673,10.100.0.208/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.224/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 14 på TOR3,674,10.100.0.224/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.0.240/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 15 på TOR3,675,10.100.0.240/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.0/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 16 på TOR3,676,10.100.1.0/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.16/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 17 på TOR3,677,10.100.1.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.32/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 18 på TOR3,678,10.100.1.32/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.48/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 19 på TOR3,679,10.100.1.48/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.64/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 20 på TOR3,680,10.100.1.64/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.80/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 21 på TOR3,681,10.100.1.80/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.96/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 22 på TOR3,682,10.100.1.96/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.112/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 23 på TOR3,683,10.100.1.112/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.128/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 24 på TOR3,684,10.100.1.128/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.144/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 25 på TOR3,685,10.100.1.144/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.160/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 26 på TOR3,686,10.100.1.160/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.176/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 27 på TOR3,687,10.100.1.176/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.192/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 28 på TOR3,688,10.100.1.192/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.208/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 29 på TOR3,689,10.100.1.208/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.224/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 30 på TOR3,690,10.100.1.224/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.1.240/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 31 på TOR3,691,10.100.1.240/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.2.0/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 32 på TOR3,692,10.100.2.0/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.2.16/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 33 på TOR3,693,10.100.2.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.2.32/28,Active,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 34 på TOR3,694,10.100.2.32/28,npflan-gameserver,False,False,,2017-10-13 00:00,2018-10-04 20:11,2
10.100.4.0/22,Active,34,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),Game Servers,gameserver rack 2,568,10.100.4.0/22,npflan-gameserver,True,False,,2017-10-01 00:00,2018-10-04 20:08,1
10.100.4.16/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 1 på TOR6,695,10.100.4.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.32/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 2 på TOR6,696,10.100.4.32/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.48/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 3 på TOR6,697,10.100.4.48/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.64/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 4 på TOR6,698,10.100.4.64/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.80/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 5 på TOR6,699,10.100.4.80/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.96/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 6 på TOR6,700,10.100.4.96/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.112/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 7 på TOR6,701,10.100.4.112/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.128/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 8 på TOR6,702,10.100.4.128/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.144/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 9 på TOR6,703,10.100.4.144/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.160/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 10 på TOR6,704,10.100.4.160/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.176/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 11 på TOR6,705,10.100.4.176/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.192/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 12 på TOR6,706,10.100.4.192/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.208/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 13 på TOR6,707,10.100.4.208/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.4.224/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 14 på TOR6,708,10.100.4.224/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
